COMMON_NAME,BLD_ADDRESS,PARCEL_ADDRESS,STRUCTURE_TYPE,WARD,COMMUNITY,GLOBALID,MULTIPOLYGON
GRIFFITH WOODS COMFORT STATION,45 DISCOVERY RIDGE LI SW,8450 50 AV SW,WASHROOM,WARD 6,DISCOVERY RIDGE,{9F399BD9-0C28-4F80-A1A7-1C09A06B35F8},"MULTIPOLYGON (((-114.2069461 51.0097194, -114.2069411 51.0097202, -114.2068766 51.0097303, -114.2068877 51.0097611, -114.2068801 51.0097624, -114.2068955 51.0097982, -114.2069063 51.0097978, -114.2069185 51.009828, -114.2069833 51.0098176, -114.2069864 51.0098171, -114.2069724 51.0097866, -114.2069949 51.009782, -114.2070073 51.0097794, -114.2069945 51.0097437, -114.2069782 51.0097461, -114.2069568 51.0097491, -114.2069461 51.0097194)))"
DISCOVERY RIDGE PUMP STATION #37,8540 LOWER SPRINGBANK RD SW,2808 STONEY TR SW,PUMP STATION,WARD 6,SPRINGBANK HILL,{FD5402A8-8EED-4692-852F-B13BFBBED2C8},"MULTIPOLYGON (((-114.2088445 51.0201489, -114.2087771 51.0201024, -114.2086702 51.0201641, -114.2087376 51.0202106, -114.2088445 51.0201489)))"
SARCEE ADMIN TRAILER ¿ DEMOLISHED,100 WESTHILLS WY SW,100 WESTHILLS WY SW,SCALE HOUSE,WARD 6,SIGNAL HILL,{97AC69B2-E7B5-433D-B022-B6142ACF56E1},"MULTIPOLYGON (((-114.170743 51.0123517, -114.1707429 51.0123142, -114.1705921 51.0123144, -114.1705922 51.012351, -114.1705751 51.012351, -114.1705752 51.012371, -114.1707604 51.0123707, -114.1707604 51.0123517, -114.170743 51.0123517)))"
OPTIMIST STORAGE #2,5020 26 AV SW,5020 26 AV SW,SHACK/SHED/SHOP,WARD 6,GLENDALE,{ECC0B10A-CFB9-4B82-8100-705A75956CF6},"MULTIPOLYGON (((-114.1607282 51.0322218, -114.1606655 51.0322223, -114.1606436 51.0322224, -114.1606458 51.032333, -114.1606659 51.0323329, -114.1607303 51.0323324, -114.1607282 51.0322218)))"
SARCEE TRAIL PUMP STATION #34,3513 SARCEE TR SW,,PUMP STATION,WARD 6,SIGNAL HILL,{5C8660FB-B19C-4FEC-8B31-C3D184D55012},"MULTIPOLYGON (((-114.1647994 51.0224649, -114.1647994 51.022495, -114.1647995 51.0225115, -114.1647995 51.0225438, -114.164922 51.0225437, -114.1649219 51.0224648, -114.1647994 51.0224649)))"
STRATHCONA CHRISTIE ASPEN COMMUNITY ASSOCIATION,277 STRATHCONA DR SW,277 STRATHCONA DR SW,COMMUNITY GATHERING,WARD 6,STRATHCONA PARK,{D08A57EB-CF1D-4FA3-A6C1-4AB3C2B78A08},"MULTIPOLYGON (((-114.1798915 51.0471218, -114.1798646 51.0471961, -114.1798585 51.047213, -114.1798212 51.0472077, -114.1798184 51.0472073, -114.179778 51.0473193, -114.1797814 51.0473198, -114.1798159 51.0473248, -114.1798098 51.0473417, -114.1797956 51.0473808, -114.1798071 51.0473824, -114.1799737 51.0474064, -114.1799868 51.0473701, -114.1802656 51.0474101, -114.1803198 51.0472602, -114.1802666 51.0472526, -114.180225 51.0472466, -114.180043 51.0472204, -114.1800648 51.0471601, -114.1800694 51.0471473, -114.1799919 51.0471362, -114.1798915 51.0471218)))"
GLENDALE/GLENDALE MEADOWS COMMUNITY ASSOCIATION,4500 25 AV SW,4500 25 AV SW,COMMUNITY GATHERING,WARD 6,GLENDALE,{9F6644F0-0CCF-4B6E-BC32-11889635FFC0},"MULTIPOLYGON (((-114.1495832 51.0328747, -114.1495512 51.0330783, -114.1500231 51.0331078, -114.1500259 51.0330899, -114.1500551 51.0329042, -114.1499689 51.0328988, -114.1495832 51.0328747)))"
GLENDALE/GLENDALE MEADOWS COMMUNITY ASSOCIATION SKATE SHACK,4500 25 AV SW,4500 25 AV SW,COMMUNITY AUXILIARY,WARD 6,GLENDALE,{4FBC39D4-1149-4695-987C-EE054EC27F37},"MULTIPOLYGON (((-114.1489997 51.0326566, -114.1489339 51.0327265, -114.1490398 51.0327661, -114.1491056 51.0326962, -114.1489997 51.0326566)))"
BABE RUTH FIELDHOUSE,5020 26 AV SW,5020 26 AV SW,FIELD HOUSE,WARD 6,GLENDALE,{0247437F-A66C-4253-8CF4-96F6A5B86E3A},"MULTIPOLYGON (((-114.1622033 51.0326228, -114.162119 51.0326627, -114.1622105 51.0327396, -114.1622948 51.0326996, -114.1622033 51.0326228)))"
69 ST SW LRT PARKADE,7085 17 AV SW,7085 17 AV SW,PARKADE (PUBLIC),WARD 6,SPRINGBANK HILL,{3F8574D3-8785-4F10-A248-E90F28DCAF6E},"MULTIPOLYGON (((-114.1879369 51.0370096, -114.1879383 51.0373475, -114.1890198 51.0373457, -114.1890205 51.0375033, -114.1903543 51.0375011, -114.1903522 51.0370056, -114.1879369 51.0370096)))"
EDWORTHY PARK PICNIC SHELTER,5050 SPRUCE DR SW,5050 SPRUCE DR SW,PICNIC SHELTER,WARD 6,WILDWOOD,{D7FF7E6D-A7C5-4393-AC1C-5068192D4D9A},"MULTIPOLYGON (((-114.1544368 51.0631047, -114.1544333 51.0631077, -114.1543361 51.0631873, -114.1544154 51.0632257, -114.1544219 51.0632203, -114.1544612 51.0631881, -114.154464 51.0631858, -114.1545161 51.0631431, -114.1544397 51.0631061, -114.1544368 51.0631047)))"
GLAMORGAN COMMUNITY ASSOCIATION,4207 41 AV SW,4207 41 AV SW,COMMUNITY GATHERING,WARD 6,GLAMORGAN,{1B7CCC4D-B59C-4445-8DCF-8E3ABC807F77},"MULTIPOLYGON (((-114.1452779 51.0171218, -114.1451355 51.0171615, -114.1451485 51.01718, -114.1451315 51.0171848, -114.1451706 51.0172406, -114.1451843 51.0172435, -114.1451912 51.0172413, -114.145228 51.0172966, -114.1450986 51.0173309, -114.1450835 51.0173083, -114.1451165 51.0172995, -114.1450518 51.0172024, -114.1450421 51.017188, -114.1448735 51.0172327, -114.1449482 51.0173448, -114.1449537 51.0173433, -114.1449879 51.0173343, -114.1450022 51.0173559, -114.1449867 51.01736, -114.1449894 51.017364, -114.1450634 51.0174751, -114.1450796 51.0174739, -114.1450943 51.0174719, -114.1451151 51.0174671, -114.1451304 51.0174645, -114.1451507 51.0174637, -114.1451686 51.0174626, -114.1451837 51.0174591, -114.1454615 51.0173817, -114.1454576 51.0173761, -114.1454702 51.0173726, -114.1454719 51.0173721, -114.1454075 51.0172802, -114.1454052 51.0172808, -114.1453919 51.0172845, -114.1452795 51.0171241, -114.1452779 51.0171218)))"
SARCEE PARKS OPERATIONS YARD,105 WESTHILLS WY SW,100 WESTHILLS WY SW,BULK STORES,WARD 6,SIGNAL HILL,{ACA538B2-8397-46CF-9396-E87236CB0EAA},"MULTIPOLYGON (((-114.171028 51.0109717, -114.1710519 51.0109699, -114.1710386 51.0109623, -114.1710341 51.0109597, -114.1710388 51.0109448, -114.1710179 51.0109523, -114.170997 51.0109449, -114.1710019 51.0109597, -114.1709915 51.0109657, -114.1709841 51.01097, -114.171008 51.0109717, -114.1710181 51.0109855, -114.171028 51.0109717)))"
SARCEE FUEL ISLAND,100 WESTHILLS WY SW,100 WESTHILLS WY SW,FUEL STORES,WARD 6,SIGNAL HILL,{EE681CA3-A254-4F6F-B332-1B110E56BE84},"MULTIPOLYGON (((-114.1713532 51.0127743, -114.1713771 51.0127726, -114.1713638 51.012765, -114.1713593 51.0127624, -114.1713641 51.0127475, -114.1713432 51.012755, -114.1713222 51.0127475, -114.1713271 51.0127624, -114.1713168 51.0127684, -114.1713094 51.0127727, -114.1713333 51.0127744, -114.1713433 51.0127882, -114.1713532 51.0127743)))"
EDWORTHY PARK COMFORT STN/OFF - DEMOLISHED,5050 SPRUCE DR SW,5050 SPRUCE DR SW,DEPOT,WARD 6,WILDWOOD,{B873160B-A663-4883-ADC5-69EFB88DC766},"MULTIPOLYGON (((-114.1560446 51.0637434, -114.1560685 51.0637416, -114.1560507 51.0637314, -114.1560555 51.0637165, -114.1560345 51.0637241, -114.1560135 51.0637166, -114.1560184 51.0637315, -114.1560007 51.0637417, -114.1560246 51.0637434, -114.1560347 51.0637572, -114.1560446 51.0637434)))"
EDWORTHY PARK STORAGE SHED,5050 SPRUCE DR SW,5050 SPRUCE DR SW,MISCELLANEOUS,WARD 6,WILDWOOD,{BD6DBB74-1106-40CD-BF84-EEB001EC4D5F},"MULTIPOLYGON (((-114.1561258 51.0636173, -114.1560829 51.0636519, -114.1561222 51.06367, -114.1561645 51.0636354, -114.1561258 51.0636173)))"
SOUTH EDWORTHY PARK WASHROOM,5050 SPRUCE DRIVE SW,5050 SPRUCE DR SW,WASHROOM,WARD 6,WILDWOOD,{A054E07A-2E53-4E22-B98A-39F35B2260B8},"MULTIPOLYGON (((-114.1573485 51.0622299, -114.1573725 51.0622281, -114.1573547 51.0622179, -114.1573594 51.062203, -114.1573385 51.0622106, -114.1573175 51.0622031, -114.1573224 51.062218, -114.1573046 51.0622282, -114.1573286 51.0622299, -114.1573386 51.0622437, -114.1573485 51.0622299)))"
EDWORTHY PARK COMFORT STATION - DEMOLISHED,5050 SPRUCE DR SW,5050 SPRUCE DR SW,WASHROOM,WARD 6,WILDWOOD,{29F6BC5F-31DF-4D3E-B8BE-CC7A30FB4358},"MULTIPOLYGON (((-114.1574255 51.062248, -114.1574495 51.0622462, -114.1574316 51.062236, -114.1574364 51.0622211, -114.1574155 51.0622287, -114.1573945 51.0622212, -114.1573994 51.0622361, -114.1573816 51.0622463, -114.1574056 51.062248, -114.1574156 51.0622618, -114.1574255 51.062248)))"
NORTH EDWORTHY PARK WASHROOM,5050 SPRUCE DRIVE SW,5050 SPRUCE DR SW,DEPOT,WARD 6,WILDWOOD,{A1E619EB-8D9E-4FD6-B8D6-467C4BED636B},"MULTIPOLYGON (((-114.1559351 51.0637643, -114.1559591 51.0637625, -114.1559412 51.0637523, -114.155946 51.0637374, -114.1559251 51.0637449, -114.1559041 51.0637375, -114.155909 51.0637523, -114.1558912 51.0637626, -114.1559152 51.0637643, -114.1559252 51.0637781, -114.1559351 51.0637643)))"
FIRE STATION #33,3800 69 ST SW,3800 69 ST SW,FIRE,WARD 6,SIGNAL HILL,{95846877-9422-4FDF-B65A-A085780BBD71},"MULTIPOLYGON (((-114.1880858 51.0205355, -114.1879211 51.0204754, -114.1878452 51.0204477, -114.1878295 51.0204419, -114.1877128 51.0205702, -114.1876667 51.0205531, -114.1876359 51.020587, -114.1876824 51.0206042, -114.1876638 51.0206243, -114.1876916 51.0206341, -114.1876585 51.0207362, -114.1876403 51.020734, -114.1876201 51.0207931, -114.1876579 51.0207983, -114.1876472 51.0208291, -114.1878445 51.0208554, -114.1879907 51.0208749, -114.1880012 51.0208435, -114.1880358 51.020848, -114.1880573 51.0207898, -114.1880438 51.0207879, -114.1880469 51.0207694, -114.187998 51.0207631, -114.1880063 51.0207386, -114.1879296 51.0207092, -114.1880858 51.0205355)))"
DISCOVERY RIDGE COMMUNITY ASSOCIATION GARAGE,160 DISCOVERY RIDGE BV SW,160 DISCOVERY RIDGE BV SW,COMMUNITY AUXILIARY,WARD 6,DISCOVERY RIDGE,{0332EB91-DC9C-44C9-8073-9FE832CE8761},"MULTIPOLYGON (((-114.2134526 51.0146973, -114.2134523 51.014637, -114.2132351 51.0146374, -114.2132354 51.0146977, -114.2134526 51.0146973)))"
FIRE STATION #29,7027 COACH HILL RD SW,7027 COACH HILL RD SW,FIRE,WARD 6,COACH HILL,{3C9E8AC9-773B-43AF-BF84-2202273A9554},"MULTIPOLYGON (((-114.1877517 51.0617092, -114.1875683 51.0615808, -114.1876493 51.0615349, -114.1875267 51.061449, -114.1873313 51.0615598, -114.18734 51.0615658, -114.1872471 51.0616185, -114.1872432 51.0616207, -114.1872617 51.0616336, -114.187152 51.0616958, -114.1871292 51.0617087, -114.187374 51.0618802, -114.1874537 51.061835, -114.1875284 51.0617926, -114.1875312 51.0617911, -114.1875295 51.0617899, -114.1875385 51.0617848, -114.1875742 51.0618098, -114.1877517 51.0617092)))"
SARCEE ACCESSORY STORAGE BLDG,130 WESTHILLS WY SW,100 WESTHILLS WY SW,DEPOT,WARD 6,SIGNAL HILL,{9A7C8F0E-BD9C-4B63-837E-63BE8DBA39A9},"MULTIPOLYGON (((-114.1691605 51.013543, -114.1691782 51.013543, -114.1703471 51.0135434, -114.1703471 51.0134386, -114.1703472 51.0134291, -114.1691607 51.0134286, -114.1691605 51.013543)))"
OPTIMIST STORAGE #3,5020 26 AV SW,5020 26 AV SW,SHACK/SHED/SHOP,WARD 6,GLENDALE,{891712B4-BAE1-4D42-8BB9-B441A06C0802},"MULTIPOLYGON (((-114.1626871 51.032984, -114.1625902 51.0329843, -114.1625677 51.0329844, -114.1625687 51.0331059, -114.1625881 51.0331058, -114.1626881 51.0331055, -114.1626871 51.032984)))"
MEDICINE HILL SHOP,390 PIITA RISE SW,390 PIITA RI SW,FABRICATION SHOP,WARD 6,COUGAR RIDGE,{808E25C6-F662-44BA-945C-971E977522B1},"MULTIPOLYGON (((-114.2100544 51.0776549, -114.2099246 51.0776203, -114.2098585 51.0777187, -114.2099883 51.0777533, -114.2100544 51.0776549)))"
5210 & 5212 35 AV SW HOUSING,5210 & 5212 35 AV SW,5320 35 AV SW,HOUSING - DUPLEX,WARD 6,GLENBROOK,{3CFCFD5B-4735-4F39-B0DC-86B352EE78CB},"MULTIPOLYGON (((-114.1615933 51.0224704, -114.1615932 51.0225354, -114.1615771 51.0225354, -114.1615769 51.0225998, -114.1616336 51.0225999, -114.1616336 51.0225926, -114.161699 51.0225927, -114.1616991 51.0225355, -114.1617151 51.0225355, -114.1617153 51.0224705, -114.1615933 51.0224704)))"
5214 & 5216 35 AV SW HOUSING,5214 & 5216 35 AV SW,5320 35 AV SW,HOUSING - DUPLEX,WARD 6,GLENBROOK,{1D8DE4DA-5AD1-48B8-8ADD-E13717183BD9},"MULTIPOLYGON (((-114.1616406 51.022637, -114.1616403 51.0227126, -114.1618467 51.022713, -114.161847 51.0226374, -114.1616406 51.022637)))"
5222 & 5224 35 AV SW HOUSING,5222 & 5224 35 AV SW,5320 35 AV SW,HOUSING - DUPLEX,WARD 6,GLENBROOK,{760961A6-8610-4119-BEB9-4DBCE4984F37},"MULTIPOLYGON (((-114.1619513 51.022657, -114.161951 51.0226666, -114.1619469 51.0226665, -114.1619453 51.022722, -114.1619366 51.0227219, -114.1619347 51.0227871, -114.1620544 51.0227884, -114.1620563 51.022723, -114.1620669 51.0227232, -114.1620688 51.0226583, -114.1619513 51.022657)))"
SIROCCO UTILITY BULIDING,5800C 17 AV SW,,UTILITY BUILDING,WARD 6,CHRISTIE PARK,{77311F70-5C71-4B75-B432-8EB80A7B1C6E},"MULTIPOLYGON (((-114.1707386 51.0378412, -114.1706697 51.0378706, -114.1706715 51.0378723, -114.1707777 51.0379715, -114.1708375 51.0380273, -114.1709064 51.037998, -114.1707386 51.0378412)))"
WILDFLOWER ARTS CENTRE,3363 SPRUCE DR SW,3363 SPRUCE DR SW,CULTURAL SPACE,WARD 6,SPRUCE CLIFF,{FDEAAB88-8E19-452E-8A6A-610AA93BFA83},"MULTIPOLYGON (((-114.135464 51.0460933, -114.1353871 51.0463111, -114.1354475 51.0463196, -114.1354211 51.0463943, -114.1354046 51.046392, -114.1354013 51.0464012, -114.1353921 51.0464274, -114.1353879 51.0464394, -114.1353273 51.0464309, -114.1352746 51.0465803, -114.135584 51.0466237, -114.1355849 51.046621, -114.1355895 51.0466081, -114.1356231 51.0465129, -114.1357604 51.0465322, -114.135779 51.0464797, -114.1358065 51.0464835, -114.1358142 51.0464615, -114.1357865 51.0464576, -114.135805 51.0464054, -114.1356085 51.0463778, -114.1356204 51.0463443, -114.1356629 51.0463502, -114.1357004 51.0462441, -114.1357008 51.046243, -114.1357396 51.0461329, -114.1356193 51.0461161, -114.1356254 51.046099, -114.1355907 51.0460941, -114.135585 51.0461103, -114.135464 51.0460933)))"
5226 & 5228 35 AV SW HOUSING,5226 & 5228 35 AV SW,5320 35 AV SW,HOUSING - DUPLEX,WARD 6,GLENBROOK,{EDB8B6DD-141F-490E-8D0F-7FB00493128F},"MULTIPOLYGON (((-114.1620099 51.0224707, -114.1620098 51.0224824, -114.1620042 51.0224823, -114.1620041 51.0225362, -114.1619933 51.0225362, -114.1619932 51.0226013, -114.1621164 51.0226014, -114.1621165 51.0225369, -114.1621296 51.0225369, -114.1621297 51.0224708, -114.1620099 51.0224707)))"
LRT SUBSTATION #407,5440C 17 AV SW,,LRT SUBSTATION,WARD 6,CHRISTIE PARK,{9AF99D11-F75D-4E16-9FFF-868DA06EE544},"MULTIPOLYGON (((-114.1652084 51.0401322, -114.1651073 51.0401519, -114.1651805 51.0403006, -114.1652816 51.0402808, -114.1652084 51.0401322)))"
63 & 65 GLENGROVE CL SW HOUSING,63 & 65 GLENGROVE CL SW,5320 35 AV SW,HOUSING - TOWNHOUSE,WARD 6,GLENBROOK,{2792CF7C-64B2-4BD0-9C13-D469FFEB04EC},"MULTIPOLYGON (((-114.1619463 51.022862, -114.1619463 51.0228959, -114.161956 51.0228959, -114.1619559 51.0229373, -114.1620476 51.0229373, -114.1620476 51.0229475, -114.162151 51.0229475, -114.1621511 51.0229046, -114.1621658 51.0229047, -114.1621658 51.0228621, -114.1619463 51.022862)))"
LRT SUBSTATION #408,3C CHRISTIE PARK GA SW,,LRT SUBSTATION,WARD 6,CHRISTIE PARK,{57CB6205-119F-4E27-9D41-044BA25982BA},"MULTIPOLYGON (((-114.1788282 51.0372936, -114.1787497 51.0373385, -114.1789181 51.0374554, -114.1789966 51.0374104, -114.1788282 51.0372936)))"
59 & 61 GLENGROVE CL SW HOUSING,59 & 61 GLENGROVE CL SW,5320 35 AV SW,HOUSING - TOWNHOUSE,WARD 6,GLENBROOK,{787C1423-1923-44DB-BB79-7698E35570D6},"MULTIPOLYGON (((-114.1626997 51.0227694, -114.1625822 51.02277, -114.1625823 51.0227782, -114.1624797 51.0227788, -114.1624801 51.0228134, -114.1624889 51.0228134, -114.1624894 51.0228552, -114.1626859 51.0228542, -114.1626853 51.0228112, -114.1627002 51.0228111, -114.1626997 51.0227694)))"
5308 & 5310 35 AV SW HOUSING,5308 & 5310 35 AV SW,5320 35 AV SW,HOUSING - DUPLEX,WARD 6,GLENBROOK,{1F0D211E-5142-4452-BAE7-B7C0C91B71A8},"MULTIPOLYGON (((-114.1628032 51.0224881, -114.1628028 51.022562, -114.1628154 51.022562, -114.1628151 51.0226269, -114.1628751 51.022627, -114.1628752 51.0226195, -114.1629378 51.0226196, -114.1629385 51.0224966, -114.1628687 51.0224964, -114.1628688 51.0224882, -114.1628032 51.0224881)))"
5320 & 5322 35 AV SW HOUSING,5320 & 5322 35 AV SW,5320 35 AV SW,HOUSING - DUPLEX,WARD 6,GLENBROOK,{2CF7C1A3-9EA3-417C-A549-4996AE73A469},"MULTIPOLYGON (((-114.1632274 51.0224727, -114.1632274 51.0224822, -114.1631674 51.0224821, -114.1631672 51.0225375, -114.1631534 51.0225375, -114.1631531 51.0226027, -114.1632218 51.0226028, -114.1632218 51.0226114, -114.16329 51.0226115, -114.1632905 51.0224728, -114.1632274 51.0224727)))"
55 & 57 GLENGROVE CL SW HOUSING,55 & 57 GLENGROVE CL SW,5320 35 AV SW,HOUSING - TOWNHOUSE,WARD 6,GLENBROOK,{FD232D17-F259-4C53-881B-4C7E845D7CDC},"MULTIPOLYGON (((-114.1627192 51.0229301, -114.1627192 51.0229363, -114.1626611 51.0229364, -114.1626612 51.0230603, -114.1627278 51.0230602, -114.1627278 51.0230674, -114.1627976 51.0230674, -114.1627975 51.022994, -114.1627836 51.022994, -114.1627836 51.0229301, -114.1627192 51.0229301)))"
5304 &5306 35 AV SW HOUSING,5304 &5306 35 AV SW,5320 35 AV SW,HOUSING - DUPLEX,WARD 6,GLENBROOK,{2B1FC949-4844-4AB2-8B38-C9D9423041F5},"MULTIPOLYGON (((-114.1627002 51.022503, -114.1624944 51.0225037, -114.1624947 51.0225439, -114.1624779 51.022544, -114.1624783 51.0225872, -114.1625978 51.0225868, -114.1625977 51.0225786, -114.1626994 51.0225783, -114.162699 51.0225395, -114.1627005 51.0225395, -114.1627002 51.022503)))"
5204 & 5206 35 AV SW HOUSING,5204 & 5206 35 AV SW,5320 35 AV SW,HOUSING - DUPLEX,WARD 6,GLENBROOK,{7223569B-B158-4C2B-B282-566AA9819D48},"MULTIPOLYGON (((-114.1612349 51.0224684, -114.1612347 51.0225103, -114.1612204 51.0225103, -114.1612202 51.0225534, -114.1613372 51.0225536, -114.1613372 51.0225446, -114.1614408 51.0225448, -114.161441 51.0225051, -114.1614418 51.0225051, -114.1614419 51.0224688, -114.1612349 51.0224684)))"
5218 & 5220 35 AV SW HOUSING,5218 & 5220 35 AV SW,5320 35 AV SW,HOUSING - DUPLEX,WARD 6,GLENBROOK,{4741AD78-FC36-4175-BCC0-F1C5B854BB28},"MULTIPOLYGON (((-114.1617727 51.0227988, -114.1616353 51.0227993, -114.1616361 51.0228734, -114.1616336 51.0228734, -114.1616343 51.0229376, -114.1616936 51.0229373, -114.1616935 51.02293, -114.1617595 51.0229297, -114.1617589 51.0228735, -114.1617735 51.0228734, -114.1617727 51.0227988)))"
SARCEE ADMINISTRATION BUILDING,110 WESTHILLS WY SW,100 WESTHILLS WY SW,ADMINISTRATION,WARD 6,SIGNAL HILL,{7FB578EC-3F5F-41A6-BED1-CBB12727F666},"MULTIPOLYGON (((-114.1711191 51.0135539, -114.1714663 51.0135537, -114.1714659 51.0130289, -114.1711187 51.013029, -114.1711191 51.0135539)))"
4500 & 4502 RICHMOND RD SW HOUSING,4500 & 4502 RICHMOND RD SW,4502 RICHMOND RD SW,HOUSING - DUPLEX,WARD 6,GLENBROOK,{EB993ED1-1AAC-4F2F-8266-719D9C876159},"MULTIPOLYGON (((-114.1513981 51.0195308, -114.1513071 51.0195313, -114.1513073 51.0195535, -114.1512175 51.019554, -114.1512188 51.0196555, -114.1513078 51.0196551, -114.1513075 51.019633, -114.1513994 51.0196325, -114.1513981 51.0195308)))"
WESTSIDE RECREATION CENTRE,2000 69 ST SW,2000 69 ST SW,LEISURE CENTRE,WARD 6,SIGNAL HILL,{777ABC7B-3187-430D-A4E1-36C6B1E48326},"MULTIPOLYGON (((-114.1856465 51.0365034, -114.1856592 51.0365029, -114.1856599 51.0365037, -114.185661 51.036505, -114.1856666 51.036509, -114.1856738 51.0365145, -114.185683 51.036519, -114.1856928 51.0365234, -114.1857031 51.0365272, -114.1857173 51.0365299, -114.1857341 51.0365325, -114.1857381 51.0365327, -114.1857473 51.0365334, -114.1857615 51.0365325, -114.1857751 51.036531, -114.1857895 51.0365277, -114.1858029 51.0365238, -114.1858151 51.0365187, -114.1858257 51.0365128, -114.1858358 51.0365051, -114.1858437 51.0364979, -114.185847 51.0364925, -114.1858971 51.0364895, -114.1858894 51.0364353, -114.1860119 51.0364282, -114.186078 51.0364244, -114.186172 51.0364189, -114.1861697 51.0364029, -114.1861512 51.036279, -114.1862711 51.0362717, -114.1863034 51.0362697, -114.1863069 51.0362695, -114.1862699 51.0360243, -114.1864957 51.0360115, -114.1864663 51.0358182, -114.1865287 51.0357907, -114.1865291 51.0357905, -114.1864943 51.035759, -114.1865179 51.0357499, -114.1862921 51.0355479, -114.1862696 51.0355582, -114.186194 51.0354896, -114.1862871 51.0354475, -114.1863022 51.0354398, -114.1863162 51.035432, -114.1863257 51.0354257, -114.1863328 51.0354192, -114.1863398 51.0354108, -114.1863462 51.0354009, -114.1863489 51.0353946, -114.1863509 51.0353902, -114.1863534 51.0353794, -114.1863533 51.0353719, -114.1863533 51.0353679, -114.1863505 51.0353585, -114.1863454 51.0353482, -114.186339 51.0353389, -114.1863293 51.0353286, -114.1863173 51.0353191, -114.186304 51.035312, -114.1862897 51.0353065, -114.1862761 51.0353025, -114.186259 51.0352991, -114.1862439 51.0352972, -114.1862292 51.0352961, -114.1862147 51.0352965, -114.1862031 51.0352966, -114.186197 51.0352559, -114.1862147 51.0352556, -114.1862146 51.0352499, -114.1862394 51.0352499, -114.1862196 51.0350846, -114.1860831 51.0350916, -114.1860653 51.0350925, -114.1859822 51.0350967, -114.185979 51.0350718, -114.1859114 51.0351014, -114.1858214 51.0350211, -114.1857616 51.0350475, -114.1855544 51.0351388, -114.1855454 51.035134, -114.1855396 51.0351308, -114.1855305 51.0351267, -114.1855215 51.0351232, -114.1855112 51.0351194, -114.1855009 51.0351165, -114.1854846 51.0351137, -114.1854784 51.035113, -114.1854717 51.0351121, -114.1854582 51.0351122, -114.1854465 51.0351128, -114.1854322 51.0351148, -114.1854269 51.0351161, -114.1854205 51.0351178, -114.1854092 51.0351217, -114.1853966 51.0351263, -114.1853886 51.0351305, -114.18538 51.0351355, -114.1853731 51.0351419, -114.185367 51.0351489, -114.1853084 51.0351522, -114.1853159 51.0352049, -114.1853263 51.0352791, -114.1852232 51.035285, -114.1850103 51.0352973, -114.1850275 51.0354158, -114.1848506 51.0354271, -114.1848575 51.0354706, -114.1848194 51.0354729, -114.1847914 51.0354747, -114.1847121 51.0354796, -114.1847392 51.0356692, -114.1847448 51.035709, -114.184817 51.0362051, -114.1851559 51.0361859, -114.1851849 51.0363906, -114.1855898 51.0363678, -114.1855941 51.0364221, -114.1856345 51.0364203, -114.1856465 51.0365034)))"
69 ST SW LRT STATION,6999C 17 AV SW,,LRT STATION,WARD 6,SPRINGBANK HILL,{6E425EFE-E350-4CF0-9EFA-668344348503},"MULTIPOLYGON (((-114.188924 51.0376741, -114.1889238 51.0375998, -114.1886107 51.0376008, -114.1885251 51.0376011, -114.1870993 51.0376059, -114.1870138 51.0376062, -114.1863944 51.0376082, -114.1863948 51.0376824, -114.1868874 51.0376808, -114.1870141 51.0376804, -114.1870996 51.0376801, -114.1883329 51.037676, -114.1885254 51.0376754, -114.188611 51.0376751, -114.188924 51.0376741)))"
3509 & 3511 51 ST SW HOUSING,3509 & 3511 51 ST SW,5320 35 AV SW,HOUSING - DUPLEX,WARD 6,GLENBROOK,{A7AA88D0-8194-4173-8FE2-328867395A27},"MULTIPOLYGON (((-114.1613673 51.0228497, -114.1612935 51.0228498, -114.1612935 51.0228585, -114.1612297 51.0228586, -114.1612299 51.0229237, -114.1612189 51.0229238, -114.1612191 51.0229896, -114.1612987 51.0229895, -114.1612988 51.0229979, -114.1613544 51.0229978, -114.1613541 51.0229248, -114.1613676 51.0229247, -114.1613673 51.0228497)))"
3515 & 3517 51 ST SW HOUSING,3515 & 3517 51 ST SW,5320 35 AV SW,HOUSING - DUPLEX,WARD 6,GLENBROOK,{C7906DC0-6BAB-4DCA-94AE-7E63D2153793},"MULTIPOLYGON (((-114.1613659 51.0226272, -114.1612271 51.0226275, -114.1612275 51.0227007, -114.1612165 51.0227007, -114.1612168 51.0227656, -114.1612943 51.0227654, -114.1612944 51.0227748, -114.1613523 51.0227747, -114.1613519 51.0227018, -114.1613663 51.0227018, -114.1613659 51.0226272)))"
45 ST SW LRT STATION,4708C 17 AV SW,,LRT STATION,WARD 6,WESTGATE,{B7767A68-E148-48AB-8F45-AF489B494901},"MULTIPOLYGON (((-114.1530295 51.0380255, -114.1530297 51.0380801, -114.154305 51.0380808, -114.1543521 51.0380659, -114.1549629 51.0380651, -114.1549627 51.0380152, -114.1533085 51.0380174, -114.1533085 51.0380251, -114.1531499 51.0380253, -114.1531496 51.0379364, -114.1533138 51.0379369, -114.1533138 51.0379418, -114.1549639 51.037944, -114.1549638 51.0379053, -114.1529465 51.0378991, -114.1529463 51.0379358, -114.1530294 51.0379361, -114.1530295 51.0380255)))"
