COMMON_NAME,BLD_ADDRESS,PARCEL_ADDRESS,STRUCTURE_TYPE,WARD,COMMUNITY,GLOBALID,MULTIPOLYGON
69 ST & HWY 8 (WETLANDS) LIFT STATION,180 DISCOVERY DR SW,,LIFT STATION,WARD 6,11B,{105B207D-26D7-4C62-8EDA-6A4348EBB44A},"MULTIPOLYGON (((-114.1875852 51.009615, -114.1876146 51.0095766, -114.1875687 51.0095626, -114.1875576 51.009577, -114.1875426 51.0095966, -114.1875392 51.0096009, -114.1875852 51.009615)))"
50-56 STRADWICK RI SW HOUSING,50-56 STRADWICK RI SW,36 STRADWICK RI SW,HOUSING - TOWNHOUSE,WARD 6,STRATHCONA PARK,{5CB06C6D-25FF-4475-92FB-E5866FE10ED5},"MULTIPOLYGON (((-114.17063 51.051517, -114.1706165 51.0515251, -114.1706001 51.0515142, -114.1705242 51.0515596, -114.1705784 51.0515956, -114.170586 51.0515911, -114.1706124 51.0516086, -114.1706083 51.0516111, -114.1707304 51.0516921, -114.1708046 51.0516477, -114.170789 51.0516374, -114.1708025 51.0516292, -114.1707623 51.0516025, -114.1707537 51.0516077, -114.17073 51.0515919, -114.1707367 51.0515879, -114.17063 51.051517)))"
MEDICINE HILL RESIDENTIAL,390 PIITA RISE SW,390 PIITA RI SW,COMMUNITY FACING MIXED USE BUILDING,WARD 6,COUGAR RIDGE,{0304F4CE-072D-476A-A898-BF02F714AB14},"MULTIPOLYGON (((-114.2096084 51.0776951, -114.2096818 51.0777259, -114.2097604 51.0776515, -114.2095422 51.07756, -114.2094725 51.0776259, -114.209559 51.0776622, -114.2095528 51.077668, -114.2096112 51.0776925, -114.2096084 51.0776951)))"
SIGNAL HILL LIBRARY,5994 SIGNAL HILL CE SW,5994 SIGNAL HILL CE SW,LIBRARY BUILDING,WARD 6,SIGNAL HILL,{90B82762-A454-4BF2-A777-F94E72AEA0CA},"MULTIPOLYGON (((-114.1756655 51.0185624, -114.1755145 51.0185901, -114.175523 51.0186085, -114.1754997 51.0186125, -114.1754443 51.0185958, -114.1754192 51.0186223, -114.1754245 51.0186262, -114.1754208 51.0186326, -114.175327 51.0186498, -114.1753145 51.0186228, -114.17531 51.0186237, -114.1752368 51.0186371, -114.1752366 51.0186371, -114.1752488 51.0186636, -114.1751072 51.0186896, -114.1751343 51.0187484, -114.1751125 51.0187524, -114.1751256 51.0187804, -114.1751317 51.0187933, -114.1751322 51.0187944, -114.1751207 51.0187981, -114.1751117 51.0188055, -114.1751065 51.0188134, -114.1751038 51.0188264, -114.1751192 51.0188611, -114.1751589 51.0188533, -114.1751682 51.018873, -114.1751973 51.0188677, -114.1752014 51.0188695, -114.1751845 51.0188893, -114.1752788 51.0190938, -114.1753377 51.0190332, -114.1753522 51.0190388, -114.1753714 51.0190439, -114.1753941 51.019048, -114.1754171 51.01905, -114.1754421 51.019051, -114.1754661 51.0190494, -114.1754934 51.0190462, -114.1755265 51.0190397, -114.1755547 51.0190307, -114.175578 51.01902, -114.1756042 51.019005, -114.1756213 51.0189907, -114.1756336 51.0189773, -114.1756434 51.0189639, -114.1756546 51.0189393, -114.1756585 51.0189117, -114.1756533 51.0188842, -114.1756516 51.0188624, -114.1756718 51.0188626, -114.1756729 51.018872, -114.175681 51.0188716, -114.1756808 51.0188547, -114.1756844 51.0188374, -114.1756904 51.0188198, -114.1756997 51.0188025, -114.1757096 51.0187891, -114.1757224 51.018776, -114.1757161 51.018773, -114.1757085 51.0187791, -114.1756907 51.0187738, -114.1756997 51.0187613, -114.1757107 51.0187524, -114.1757292 51.018739, -114.1757492 51.0187247, -114.1757657 51.0187085, -114.1757751 51.0186909, -114.1757782 51.0186751, -114.175777 51.0186573, -114.1757671 51.0186358, -114.1757549 51.0186208, -114.1757394 51.0186084, -114.1757194 51.0185967, -114.175743 51.0185696, -114.1756745 51.0185797, -114.1756655 51.0185624)))"
#301-304 36 STRADWICK RI SW HOUSING,#301-304 36 STRADWICK RI SW,36 STRADWICK RI SW,HOUSING - TOWNHOUSE,WARD 6,STRATHCONA PARK,{091BE637-E53A-4EC9-88F4-D3E3D4418908},"MULTIPOLYGON (((-114.1695736 51.0519469, -114.1695733 51.0518785, -114.1695507 51.0518786, -114.1695506 51.0518661, -114.1694959 51.0518662, -114.1694959 51.0518721, -114.1694591 51.0518722, -114.1694591 51.0518632, -114.1693025 51.0518635, -114.1693025 51.0518736, -114.1692799 51.0518736, -114.1692801 51.0519432, -114.1693594 51.0519431, -114.1693594 51.0519359, -114.1693933 51.0519359, -114.1693934 51.0519472, -114.1695736 51.0519469)))"
3501 & 3503 51 ST SW HOUSING,3501 & 3503 51 ST SW,5320 35 AV SW,HOUSING - DUPLEX,WARD 6,GLENBROOK,{E0671133-EEA1-4BF2-9E67-4C13D6D2229A},"MULTIPOLYGON (((-114.1612273 51.0230682, -114.1612263 51.023143, -114.1612125 51.023143, -114.1612116 51.0232088, -114.1612875 51.0232092, -114.1612874 51.0232176, -114.1613803 51.0232181, -114.161381 51.0231702, -114.1613557 51.02317, -114.1613561 51.0231443, -114.1613939 51.0231445, -114.1613945 51.0230967, -114.1613685 51.0230965, -114.1613689 51.023069, -114.1612273 51.0230682)))"
EDWORTHY HOUSE & SANDSTONE QY,5050 SPRUCE DR SW,5050 SPRUCE DR SW,PUBLIC GATHERING,WARD 6,WILDWOOD,{D0B1056A-C490-4CE0-8E3D-C9616536EC2E},"MULTIPOLYGON (((-114.1603847 51.0635596, -114.1603712 51.0635704, -114.1602659 51.0636542, -114.1603918 51.063717, -114.1604349 51.0636826, -114.1604667 51.0636985, -114.1605579 51.0636258, -114.1605033 51.0635986, -114.1604879 51.0636109, -114.16044 51.0635871, -114.1603847 51.0635596)))"
GEORGE BLUNDUN ARENA,5020 26 AV SW,5020 26 AV SW,ARENA,WARD 6,GLENDALE,{F136ED51-A931-49CC-9A5F-04D9994410E2},"MULTIPOLYGON (((-114.1595592 51.0320719, -114.160654 51.0320758, -114.1605103 51.0320752, -114.1605118 51.032009, -114.1606098 51.0320094, -114.1606107 51.0319453, -114.160511 51.0319441, -114.1605099 51.0318257, -114.1596476 51.0318257, -114.1596486 51.031849, -114.15956 51.0318489, -114.1595592 51.0320719)))"
GLAMORGAN COMMUNITY ASSOCIATION SKATE SHACK,4207 41 AV SW,4207 41 AV SW,COMMUNITY AUXILIARY,WARD 6,GLAMORGAN,{B33A9C7A-7B0A-4011-BCB6-136BA4F40D51},"MULTIPOLYGON (((-114.1453822 51.0168615, -114.1453816 51.0169267, -114.1455194 51.0169272, -114.1455048 51.0169362, -114.1455436 51.0169612, -114.145558 51.0169523, -114.1455578 51.0169824, -114.145641 51.0169827, -114.1456628 51.0169828, -114.1456638 51.0168768, -114.1456387 51.0168667, -114.1456279 51.0168624, -114.1453822 51.0168615)))"
GLENBROOK COMMUNITY ASSOCIATION SKATE SHACK,3524 45 ST SW,3524 45 ST SW,COMMUNITY AUXILIARY,WARD 6,GLENBROOK,{D99D8FDA-398C-444D-AA56-029802CE5061},"MULTIPOLYGON (((-114.1518727 51.0230221, -114.151873 51.0229624, -114.1515734 51.0229617, -114.1515727 51.0230836, -114.1516937 51.0230838, -114.1516941 51.0230217, -114.1518727 51.0230221)))"
#1000 168 ST MORITZ DR SW HOUSING,#1000 168 ST MORITZ DR SW,168 ST MORITZ DR SW,HOUSING - APARTMENT,WARD 6,SPRINGBANK HILL,{C6498969-661F-4638-B2F3-77CEBD03324C},"MULTIPOLYGON (((-114.2155068 51.0376564, -114.2155768 51.037656, -114.2155767 51.037647, -114.2156022 51.0376468, -114.2156024 51.0376559, -114.2157068 51.0376553, -114.2157068 51.0376522, -114.2157556 51.0376519, -114.2157544 51.0375781, -114.215754 51.0375482, -114.215753 51.0374844, -114.2157264 51.0374846, -114.215726 51.0374575, -114.2156539 51.0374579, -114.2156539 51.0374625, -114.2155644 51.0374631, -114.2154612 51.0373991, -114.2154606 51.0373574, -114.2154978 51.0373572, -114.2154972 51.037319, -114.2154618 51.0373193, -114.2154613 51.0372901, -114.2154984 51.0372898, -114.2154978 51.0372509, -114.2154604 51.0372511, -114.2154601 51.0372318, -114.2154996 51.0372315, -114.215499 51.0371927, -114.2154597 51.037193, -114.2154592 51.0371628, -114.2154978 51.0371625, -114.2154972 51.037123, -114.21546 51.0371232, -114.2154598 51.0371056, -114.2154972 51.0371054, -114.2154966 51.0370666, -114.2154592 51.0370668, -114.2154587 51.0370366, -114.2154972 51.0370363, -114.2154966 51.0369974, -114.2154593 51.0369977, -114.2154591 51.0369818, -114.2154524 51.0369818, -114.2154515 51.0369234, -114.2154239 51.0369236, -114.2154236 51.0369013, -114.2154235 51.0368961, -114.2153502 51.0368965, -114.2153503 51.0369019, -114.215318 51.0369021, -114.2153178 51.0368933, -114.2152677 51.0368936, -114.2152676 51.0368885, -114.2151954 51.0368889, -114.2151958 51.0369141, -114.2151689 51.0369143, -114.2151702 51.0369971, -114.2151614 51.0369971, -114.2151621 51.037042, -114.2151704 51.0370419, -114.2151719 51.0371361, -114.2151622 51.0371361, -114.2151634 51.0372124, -114.2151703 51.0372123, -114.2151718 51.0373089, -114.2151635 51.0373089, -114.2151641 51.0373522, -114.2151789 51.0373521, -114.2151791 51.0373646, -114.2151709 51.0373646, -114.2151713 51.0373926, -114.2151623 51.0373926, -114.215163 51.0374354, -114.2151715 51.0374353, -114.2151721 51.0374739, -114.2152527 51.0375264, -114.2152489 51.0375288, -114.2152995 51.0375606, -114.2153045 51.0375573, -114.2153157 51.0375644, -114.2153103 51.0375678, -114.2153603 51.0375992, -114.2153655 51.0375959, -114.215445 51.0376459, -114.2155066 51.0376455, -114.2155068 51.0376564)))"
#801-805 58 STRADWICK RI SW HOUSING,#801-805 58 STRADWICK RI SW,36 STRADWICK RI SW,HOUSING - TOWNHOUSE,WARD 6,STRATHCONA PARK,{331606FD-A2B5-430D-BD48-71EDFF2D49DF},"MULTIPOLYGON (((-114.1710876 51.0520161, -114.1711071 51.0519829, -114.1710952 51.0519801, -114.1711372 51.0519084, -114.1711478 51.0519109, -114.1711814 51.0518534, -114.1711884 51.051855, -114.1712144 51.0518106, -114.1711027 51.0517846, -114.171095 51.0517978, -114.1710836 51.0517951, -114.1710653 51.0518263, -114.1710751 51.0518286, -114.1710637 51.0518482, -114.1710433 51.0518434, -114.1710244 51.0518757, -114.1710351 51.0518782, -114.1710078 51.0519247, -114.1709971 51.0519222, -114.1709674 51.0519729, -114.1709818 51.0519763, -114.170974 51.0519896, -114.1710876 51.0520161)))"
BROADCAST HILL PUMP STATION #44 & #45,5568 STRATHCONA HL SW,5568 STRATHCONA HL SW,PUMP STATION,WARD 6,STRATHCONA PARK,{23167EBF-C741-4A08-9605-8408584748DB},"MULTIPOLYGON (((-114.1670322 51.0520539, -114.1670324 51.0521742, -114.1670325 51.0522243, -114.1670397 51.0522243, -114.1670397 51.0522311, -114.1671851 51.052231, -114.1671914 51.052231, -114.1671914 51.0522245, -114.1672008 51.0522245, -114.1672004 51.0520538, -114.1670322 51.0520539)))"
SIGNAL HILL COMMUNITY ASSOCIATION SKATE SHACK,489 SIENNA PARK DR SW,3200 SIGNAL HILL DR SW,COMMUNITY AUXILIARY,WARD 6,SIGNAL HILL,{CFDA68EC-CB1D-42D7-B940-046278AB1017},"MULTIPOLYGON (((-114.1795406 51.0252895, -114.1794717 51.0253393, -114.1794337 51.0253173, -114.1793622 51.0253688, -114.1795721 51.0254849, -114.1796444 51.0254344, -114.1796066 51.0254128, -114.1796754 51.0253634, -114.1795406 51.0252895)))"
SHAGANAPPI TRI-SERVICES BLDG,3415 8 AV SW,3307 SPRUCE DR SW,MULTI-SERVICE,WARD 6,SPRUCE CLIFF,{DBDCABC3-4A91-4C0F-9C82-2ADB42C8A707},"MULTIPOLYGON (((-114.1363383 51.044462, -114.1363383 51.044473, -114.1363385 51.044584, -114.1363385 51.0445928, -114.1362677 51.0445929, -114.136268 51.0447365, -114.1362681 51.0447985, -114.1362683 51.0448755, -114.1366951 51.0448752, -114.136718 51.0448752, -114.1367178 51.0447671, -114.1372221 51.0447667, -114.1372215 51.0444623, -114.1368784 51.0444626, -114.1368787 51.0445909, -114.1367169 51.044591, -114.1367167 51.0444617, -114.1363383 51.044462)))"
#401-406 36 STRADWICK RI SW HOUSING,#401-406 36 STRADWICK RI SW,36 STRADWICK RI SW,HOUSING - TOWNHOUSE,WARD 6,STRATHCONA PARK,{0256D305-3E71-4FE1-BE2E-B15AB871834F},"MULTIPOLYGON (((-114.1698751 51.0516412, -114.1696977 51.0516415, -114.1696978 51.0516474, -114.16956 51.0516476, -114.16956 51.051653, -114.1695223 51.051653, -114.1695223 51.0516459, -114.1694477 51.051646, -114.169448 51.0517102, -114.1694687 51.0517102, -114.1694688 51.0517221, -114.1696263 51.0517219, -114.1696263 51.0517165, -114.1697584 51.0517163, -114.1697584 51.0517128, -114.1697952 51.0517127, -114.1697952 51.0517198, -114.1698509 51.0517198, -114.1698508 51.0517091, -114.1698753 51.051709, -114.1698751 51.0516412)))"
47-53 GLENGROVE CL SW HOUSING,47-53 GLENGROVE CL SW,5320 35 AV SW,HOUSING - TOWNHOUSE,WARD 6,GLENBROOK,{8762EB83-F3A2-4C97-8839-17FF355A8353},"MULTIPOLYGON (((-114.1629142 51.0228993, -114.162914 51.0229332, -114.1629259 51.0229332, -114.1629256 51.0229763, -114.1630159 51.0229766, -114.1630158 51.0229851, -114.1631175 51.0229854, -114.1631174 51.0229943, -114.1632205 51.0229946, -114.1632204 51.0230033, -114.1633256 51.0230036, -114.1633261 51.0229271, -114.1632219 51.0229268, -114.163222 51.0229179, -114.1631208 51.0229176, -114.1631209 51.022909, -114.1630167 51.0229086, -114.1630167 51.0228996, -114.1629142 51.0228993)))"
#701-706 58 STRADWICK RI SW HOUSING,#701-706 58 STRADWICK RI SW,36 STRADWICK RI SW,HOUSING - TOWNHOUSE,WARD 6,STRATHCONA PARK,{F86DA47B-1E38-4843-9678-1B3EDDC9AE5B},"MULTIPOLYGON (((-114.1703653 51.05174, -114.1703655 51.0517882, -114.1703758 51.0517882, -114.170376 51.0518298, -114.1703835 51.0518298, -114.1703839 51.0519136, -114.1703961 51.0519136, -114.1703963 51.0519558, -114.1703859 51.0519558, -114.1703861 51.0520028, -114.1705012 51.0520027, -114.170501 51.0519557, -114.1705123 51.0519557, -114.1705121 51.0518944, -114.1705027 51.0518944, -114.1705023 51.0518106, -114.170491 51.0518106, -114.1704908 51.0517547, -114.1704738 51.0517547, -114.1704738 51.0517399, -114.1703653 51.05174)))"
26TH AVENUE PUMP STATION #42 & #43,5925 SIGNAL RIDGE HT SW,2765 SIGNAL RIDGE VW SW,PUMP STATION,WARD 6,SIGNAL HILL,{700FE9BB-1E8B-47A8-B4B7-6F28608D0555},"MULTIPOLYGON (((-114.1722296 51.0300919, -114.1720782 51.0301475, -114.1721527 51.0302283, -114.1721552 51.0302309, -114.1722171 51.0302979, -114.1722209 51.030302, -114.1722229 51.0303041, -114.1723743 51.0302485, -114.1723074 51.0301761, -114.1722742 51.0301402, -114.1722296 51.0300919)))"
470 85 ST SW HOUSING - DEMOLISHED,470 85 ST SW,470 85 ST SW,SINGLE FAMILY,WARD 6,COUGAR RIDGE,{A38679E0-7B84-4B3B-AB22-96DB20AEFD83},"MULTIPOLYGON (((-114.2078477 51.0754629, -114.2078044 51.0753799, -114.207533 51.075436, -114.2076007 51.0755658, -114.2077324 51.0755385, -114.207708 51.0754917, -114.2078477 51.0754629)))"
24-34 STRADWICK RI SW HOUSING,24-34 STRADWICK RI SW,36 STRADWICK RI SW,HOUSING - TOWNHOUSE,WARD 6,STRATHCONA PARK,{F0314621-83BA-4511-8152-E0C2C76981F1},"MULTIPOLYGON (((-114.1699699 51.0512149, -114.1699969 51.0511547, -114.169975 51.0511508, -114.1699802 51.0511393, -114.1699235 51.0511292, -114.1699209 51.0511352, -114.1698884 51.0511294, -114.1698926 51.0511202, -114.1697584 51.0510963, -114.1697624 51.0510874, -114.1696214 51.0510624, -114.1696181 51.0510699, -114.1695896 51.0510648, -114.1695587 51.051134, -114.1696281 51.0511463, -114.1696317 51.0511383, -114.1696694 51.051145, -114.1696658 51.0511531, -114.1697942 51.0511759, -114.169791 51.0511831, -114.1699699 51.0512149)))"
#501-506 36 STRADWICK RI SW HOUSING,#501-506 36 STRADWICK RI SW,36 STRADWICK RI SW,HOUSING - TOWNHOUSE,WARD 6,STRATHCONA PARK,{3DDBC7FA-B4B6-446C-92F3-430A85292B37},"MULTIPOLYGON (((-114.16995 51.0514954, -114.1699645 51.0514304, -114.1699397 51.0514282, -114.1699428 51.0514141, -114.1698862 51.0514091, -114.1698849 51.0514146, -114.1698497 51.0514115, -114.1698508 51.0514062, -114.1697202 51.0513946, -114.1697216 51.051388, -114.1695651 51.0513741, -114.1695627 51.0513849, -114.1695435 51.0513832, -114.1695296 51.0514457, -114.1696407 51.0514556, -114.1696395 51.0514609, -114.1697732 51.0514727, -114.1697717 51.0514796, -114.16995 51.0514954)))"
38-48 STRADWICK RI SW HOUSING,38-48 STRADWICK RI SW,36 STRADWICK RI SW,HOUSING - TOWNHOUSE,WARD 6,STRATHCONA PARK,{6A14B7A5-BD9C-47A5-A91F-C699835AA627},"MULTIPOLYGON (((-114.170474 51.0515145, -114.1705515 51.0514681, -114.1705379 51.0514591, -114.1705519 51.0514507, -114.170514 51.0514255, -114.1705045 51.0514312, -114.1704794 51.0514145, -114.170486 51.0514105, -114.1703922 51.0513482, -114.1703971 51.0513452, -114.1702877 51.0512726, -114.1702709 51.0512827, -114.1702577 51.0512739, -114.1701808 51.0513198, -114.1702311 51.0513532, -114.1702386 51.0513486, -114.1702651 51.0513662, -114.1702616 51.0513683, -114.1703784 51.0514459, -114.1703744 51.0514483, -114.170474 51.0515145)))"
#201-206 36 STRADWICK RI SW HOUSING,#201-206 36 STRADWICK RI SW,36 STRADWICK RI SW,HOUSING - TOWNHOUSE,WARD 6,STRATHCONA PARK,{955482B4-3DFE-49C8-A439-140302FAC345},"MULTIPOLYGON (((-114.1692311 51.0519427, -114.1692308 51.0518731, -114.1692091 51.0518731, -114.1692091 51.05186, -114.1691553 51.0518601, -114.1691553 51.051869, -114.1691167 51.0518691, -114.1691166 51.0518602, -114.1689798 51.0518604, -114.1689798 51.0518526, -114.1688213 51.0518529, -114.1688213 51.0518624, -114.1687978 51.0518624, -114.168798 51.0519314, -114.1688527 51.0519313, -114.1688527 51.0519236, -114.1689121 51.0519235, -114.1689122 51.0519312, -114.1690508 51.051931, -114.1690509 51.0519429, -114.1692311 51.0519427)))"
MEDICINE HILL ADMIN BUILDING,390 PIITA RISE SW,390 PIITA RI SW,OFFICE BUILDING,WARD 6,COUGAR RIDGE,{D4C53213-F2F9-4551-8682-74F8FDF1F3B6},"MULTIPOLYGON (((-114.2103536 51.0779713, -114.2104259 51.0779216, -114.2103562 51.0778814, -114.2103674 51.0778736, -114.2102632 51.0778136, -114.2102524 51.077821, -114.2101884 51.077784, -114.2101158 51.077834, -114.2101132 51.0778328, -114.2100963 51.0778333, -114.2100814 51.0778441, -114.2100817 51.0778548, -114.2100991 51.0778644, -114.2101165 51.0778638, -114.210155 51.0778859, -114.2101466 51.0778922, -114.2101769 51.0779382, -114.2102522 51.0779529, -114.2102612 51.0779471, -114.210306 51.0779737, -114.2103065 51.0779851, -114.2103226 51.0779945, -114.2103402 51.077994, -114.2103547 51.0779832, -114.2103546 51.0779729, -114.2103536 51.0779713)))"
39-45 GLENGROVE CL SW HOUSING,39-45 GLENGROVE CL SW,5320 35 AV SW,HOUSING - TOWNHOUSE,WARD 6,GLENBROOK,{716E94D7-7B94-4B2E-9917-0DE64F8300BC},"MULTIPOLYGON (((-114.1632087 51.0230812, -114.1632087 51.02309, -114.1630014 51.0230902, -114.1630014 51.0230818, -114.1629019 51.0230819, -114.162902 51.0231235, -114.1628838 51.0231235, -114.1628839 51.0231665, -114.1633233 51.0231662, -114.1633231 51.0230812, -114.1632087 51.0230812)))"
#2000 168 ST MORITZ DR SW HOUSING,#2000 168 ST MORITZ DR SW,168 ST MORITZ DR SW,HOUSING - APARTMENT,WARD 6,SPRINGBANK HILL,{4806C92E-D542-4FB5-8F84-630319E8CF23},"MULTIPOLYGON (((-114.2158778 51.0376569, -114.2159584 51.0376562, -114.2159582 51.0376469, -114.2159582 51.037646, -114.215973 51.0376459, -114.2160076 51.0376456, -114.2160078 51.037656, -114.2160801 51.0376554, -114.2160799 51.0376437, -114.2161422 51.0376432, -114.2162109 51.0376009, -114.2162141 51.037603, -114.2162344 51.0375905, -114.2162574 51.0375764, -114.2162741 51.0375661, -114.2162694 51.0375632, -114.2162802 51.0375562, -114.2162851 51.0375592, -114.2163364 51.0375263, -114.2163309 51.0375229, -114.2164117 51.037471, -114.2164109 51.0374338, -114.2164201 51.0374337, -114.2164192 51.0373886, -114.2164111 51.0373887, -114.2164102 51.0373472, -114.2164198 51.0373471, -114.2164189 51.0373051, -114.2164116 51.0373051, -114.2164096 51.0372075, -114.2164185 51.0372076, -114.2164214 51.0371302, -114.2164127 51.0371302, -114.216413 51.0370379, -114.2164235 51.0370379, -114.2164236 51.0369902, -114.2164172 51.0369902, -114.2164173 51.0369591, -114.2164115 51.0369591, -114.2164117 51.0369063, -114.2164118 51.0368685, -114.2163296 51.0368176, -114.2162693 51.0367803, -114.2162771 51.0367753, -114.2162347 51.0367491, -114.2162396 51.036746, -114.2161928 51.036717, -114.2161824 51.0367238, -114.216124 51.0366877, -114.2161193 51.0366907, -114.2160513 51.0366487, -114.2160315 51.0366614, -114.2160014 51.0366428, -114.2159472 51.0366776, -114.2159531 51.0366812, -114.2159187 51.0367033, -114.2159633 51.0367308, -114.2159664 51.0367327, -114.2159384 51.0367507, -114.2158681 51.0367959, -114.2158992 51.0368151, -114.2158855 51.0368239, -114.2159568 51.036868, -114.2159768 51.0368551, -114.2159826 51.0368587, -114.2159558 51.036876, -114.216003 51.0369052, -114.2160295 51.0368882, -114.2160616 51.036908, -114.2160354 51.0369248, -114.2160819 51.0369536, -114.2161075 51.0369372, -114.2161199 51.0369449, -114.2161187 51.0369834, -114.2160827 51.036983, -114.2160814 51.0370247, -114.216121 51.0370252, -114.21612 51.0370573, -114.2160836 51.0370569, -114.2160823 51.0370968, -114.2161214 51.0370973, -114.2161209 51.0371133, -114.2160839 51.0371128, -114.2160826 51.037154, -114.2161209 51.0371545, -114.2161203 51.0371715, -114.2161206 51.0371867, -114.2160815 51.037187, -114.2160823 51.0372272, -114.2161202 51.0372269, -114.2161206 51.0372454, -114.216082 51.0372457, -114.2160828 51.0372852, -114.2161223 51.0372849, -114.2161229 51.037317, -114.2160826 51.0373173, -114.2160834 51.0373569, -114.2161218 51.0373566, -114.2161226 51.0373961, -114.2160197 51.0374622, -114.2159289 51.0374629, -114.2159287 51.0374565, -114.2158571 51.037457, -114.2158576 51.0374836, -114.2158286 51.0374838, -114.2158318 51.0376469, -114.2158776 51.0376465, -114.2158778 51.0376569)))"
67-73 GLENGROVE CL SW HOUSING,67-73 GLENGROVE CL SW,5320 35 AV SW,HOUSING - TOWNHOUSE,WARD 6,GLENBROOK,{5ECCB6E6-8A4C-48D0-83FE-D9303C5ED9BD},"MULTIPOLYGON (((-114.1614931 51.0230117, -114.1614928 51.0230543, -114.1614792 51.0230543, -114.1614789 51.0230972, -114.1619174 51.0230983, -114.161918 51.0230125, -114.1618028 51.0230122, -114.1618028 51.023022, -114.1615958 51.0230214, -114.1615959 51.023012, -114.1614931 51.0230117)))"
5312-5318 35 AV SW HOUSING,5312-5318 35 AV SW,5320 35 AV SW,HOUSING - TOWNHOUSE,WARD 6,GLENBROOK,{E11CFC9F-E6D5-423D-B097-804FE6A7A6A9},"MULTIPOLYGON (((-114.1628897 51.0226915, -114.1628898 51.0227331, -114.162874 51.0227331, -114.1628741 51.0227769, -114.1633163 51.0227767, -114.1633162 51.0226914, -114.1631963 51.0226914, -114.1631963 51.0227008, -114.1629921 51.0227009, -114.1629921 51.0226915, -114.1628897 51.0226915)))"
SARCEE VEHICLE STORAGE BLDG,120 WESTHILLS WY SW,100 WESTHILLS WY SW,GARAGE,WARD 6,SIGNAL HILL,{66B1098D-98CA-477B-B6F1-8AD9396D6BE8},"MULTIPOLYGON (((-114.1702574 51.0130086, -114.1702559 51.0126609, -114.1692364 51.0126627, -114.1692373 51.0128804, -114.1692379 51.0130104, -114.1692399 51.0130104, -114.1702574 51.0130086)))"
